Fecha|Valor
1983-01-01 07:00:00|23.8
1983-01-02 07:00:00|23.6
1983-01-03 07:00:00|24.0
1983-01-04 07:00:00|24.6
1983-01-05 07:00:00|23.8
1983-01-07 07:00:00|24.0
1983-01-08 07:00:00|24.0
1983-01-10 07:00:00|24.0
1983-01-11 07:00:00|24.2
1983-01-15 07:00:00|23.6
1983-01-17 07:00:00|23.2
1983-01-20 07:00:00|25.0
1983-01-21 07:00:00|24.0
1983-01-23 07:00:00|24.8
1983-01-26 07:00:00|24.4
1983-01-28 07:00:00|24.8
1983-01-29 07:00:00|25.0
1983-01-30 07:00:00|24.2
1983-01-31 07:00:00|23.0
1983-02-01 07:00:00|23.2
1983-02-04 07:00:00|23.8
1983-02-05 07:00:00|25.0
1983-02-06 07:00:00|23.4
1983-02-08 07:00:00|23.6
1983-02-09 07:00:00|21.4
1983-02-11 07:00:00|22.8
1983-02-15 07:00:00|22.8
1983-02-16 07:00:00|23.8
1983-02-17 07:00:00|25.0
1983-02-21 07:00:00|24.8
1983-02-23 07:00:00|25.4
1983-02-28 07:00:00|25.0
1983-03-01 07:00:00|26.4
1983-03-02 07:00:00|25.6
1983-03-06 07:00:00|25.2
1983-03-07 07:00:00|25.2
1983-03-08 07:00:00|24.4
1983-03-10 07:00:00|25.4
1983-03-11 07:00:00|25.0
1983-03-12 07:00:00|25.0
1983-03-13 07:00:00|24.6
1983-03-14 07:00:00|24.6
1983-03-17 07:00:00|25.0
1983-03-18 07:00:00|24.0
1983-03-21 07:00:00|27.0
1983-03-22 07:00:00|26.4
1983-03-23 07:00:00|25.8
1983-03-25 07:00:00|25.6
1983-03-27 07:00:00|25.4
1983-03-28 07:00:00|24.2
1983-03-29 07:00:00|25.2
1983-03-31 07:00:00|24.2
1983-04-02 07:00:00|25.2
1983-04-03 07:00:00|26.4
1983-04-04 07:00:00|24.8
1983-04-06 07:00:00|26.2
1983-04-07 07:00:00|25.2
1983-04-09 07:00:00|25.6
1983-04-15 07:00:00|25.2
1983-04-16 07:00:00|25.4
1983-04-22 07:00:00|26.2
1983-04-24 07:00:00|26.2
1983-04-25 07:00:00|25.8
1983-04-26 07:00:00|26.4
1983-04-28 07:00:00|25.6
1983-04-29 07:00:00|23.8
1983-04-30 07:00:00|24.8
1983-05-01 07:00:00|25.8
