Fecha|Valor
1975-11-01 00:00:00|23.8
1975-12-01 00:00:00|23.2
1976-01-01 00:00:00|22.9
1976-02-01 00:00:00|22.1
1976-03-01 00:00:00|22.9
1976-04-01 00:00:00|23.1
1976-05-01 00:00:00|24.0
1976-06-01 00:00:00|23.3
1976-07-01 00:00:00|23.4
1976-08-01 00:00:00|23.4
1976-10-01 00:00:00|23.0
1976-11-01 00:00:00|23.5
1976-12-01 00:00:00|23.2
1977-01-01 00:00:00|22.6
1977-05-01 00:00:00|21.2
1977-06-01 00:00:00|23.3
1977-07-01 00:00:00|22.8
1977-08-01 00:00:00|21.8
1978-12-01 00:00:00|18.953324287652613
1979-01-01 00:00:00|18.237096774193535
1979-02-01 00:00:00|19.48035714285713
1979-03-01 00:00:00|21.11639784946247
1979-06-01 00:00:00|20.002499999999948
1979-07-01 00:00:00|19.714583333333312
1979-08-01 00:00:00|19.839880952380952
1979-11-01 00:00:00|19.120336605890632
1979-12-01 00:00:00|19.390860215053817
1980-01-01 00:00:00|18.959139784946213
1980-02-01 00:00:00|19.478735632183888
1980-03-01 00:00:00|19.743817204301074
1980-04-01 00:00:00|19.466666666666654
1980-05-01 00:00:00|19.68387096774193
1980-06-01 00:00:00|19.911111111111055
1980-07-01 00:00:00|19.381989247311836
1980-08-01 00:00:00|20.427150537634358
1980-09-01 00:00:00|20.668965517241332
1980-10-01 00:00:00|20.453225806451698
1980-11-01 00:00:00|20.321944444444533
1980-12-01 00:00:00|20.182258064516166
1981-01-01 00:00:00|19.566666666666652
1981-02-01 00:00:00|20.514285714285734
1981-03-01 00:00:00|20.46801075268815
1981-04-01 00:00:00|19.713333333333285
1981-05-01 00:00:00|20.84472222222221
1981-06-01 00:00:00|20.103055555555553
1981-07-01 00:00:00|19.71263440860217
1981-08-01 00:00:00|19.62580645161292
1981-09-01 00:00:00|19.404722222222222
1981-10-01 00:00:00|19.254301075268796
1981-11-01 00:00:00|19.244166666666715
1981-12-01 00:00:00|19.574193548387157
1982-01-01 00:00:00|19.184946236559124
1982-02-01 00:00:00|19.00714285714283
1982-03-01 00:00:00|19.138440860215074
1982-04-01 00:00:00|18.86749999999999
1982-05-01 00:00:00|18.566935483870967
1982-06-01 00:00:00|18.987499999999994
1982-07-01 00:00:00|18.3626344086022
1982-08-01 00:00:00|18.794354838709722
1982-09-01 00:00:00|18.24666666666669
1982-10-01 00:00:00|18.063440860215042
1982-11-01 00:00:00|18.423888888888904
1982-12-01 00:00:00|18.201881720430123
1983-02-01 00:00:00|18.6276691729323
1983-04-01 00:00:00|19.612342215988843
